"url","headline","summary","date","tag"
"https://www.bbc.com/news/articles/ckg1zv5d54ko","How did Nasa's Suni and Butch fill nine months in space?","The Nasa astronauts had a Christmas feast and even voted in the US election.","18 Mar 2025","US & Canada"
"https://www.bbc.com/sport/football/articles/ce8mjd4dp6zo","Buffon's son pledges future to Czech Republic","Louis Buffon, son of Italian World Cup winner Gianluigi, sees his international future with the Czech Republic rather than with his father's country.","19 Mar 2025","Football"
"https://www.bbc.com/sport/football/articles/cz032nv1pnno","I hope fans accept me - Courtois ends Belgium exile","Belgium goalkeeper Thibaut Courtois says he hopes ""fans can accept me"" after ending his exile from international football this week.","18 Mar 2025","Belgium"
"https://www.bbc.com/sport/olympics/articles/ce8yjx61wd6o","Boxing set to win reprieve and stay as Olympic sport for LA 2028","The International Olympic Committee executive board recommends that boxing be included at the 2028 Games in Los Angeles.","17 Mar 2025","Olympic Games"
"https://www.bbc.com/sport/football/articles/cwyg28q8215o","Robertson eyes Dalglish's Scotland cap record","Scotland captain Andy Robertson has given no consideration to international retirement and has been teasing Sir Kenny Dalglish that he is chasing down his caps record.","19 Mar 2025","Scotland Men"
"https://www.bbc.com/sport/rugby-union/64584534","The infamous game that almost killed international rugby","It is more than 60 years since a Scotland-Wales slugfest signalled the ""death throes"" of rugby and changed the way the game is played forever.","2 Mar 2025","Welsh Rugby"
"https://www.bbc.com/news/videos/c07z0g4k3k5o","Watch: Smiles and hugs as new crew arrives on ISS","A SpaceX capsule carrying a new crew has docked at ISS, paving the way for Butch Wilmore and Suni Williams to return to Earth.","16 Mar 2025","US & Canada"
"https://www.bbc.com/sport/football/articles/c1kjre1l3nzo","Time up for Tilio at Celtic - gossip","Forgotten winger suggests permanent Celtic exit is imminent, while striker is backed for international return...","16 Mar 2025",NA
"https://www.bbc.com/news/articles/cg4k0d55q24o","Astronauts Butch and Suni begin journey home after nine months in space","The Nasa astronauts prepare to head to Earth after an eight-day mission turned into nine months.","18 Mar 2025","Science & Environment"
"https://www.bbc.com/sport/football/articles/c2kg804dxlpo","Callaghan retires from Northern Ireland duty","Former Northern Ireland captain Marissa Callaghan announces her retirement from international football.","14 Mar 2025","NI Women"
"https://www.bbc.com/sport/rugby-union/articles/cjry9r4nelzo","'I would grab England chance' - Hassell-Collins","Leicester Tigers winger Ollie Hassell-Collins says he would be better equipped to play for England now than when he made his international breakthrough.","17 Mar 2025","Rugby Union"
"https://www.bbc.com/sport/olympics/articles/c9q453dqrelo","Kohli rules out T20 comeback for LA 2028 Olympics","India batter Virat Kohli rules out a T20 international comeback at the Los Angeles Olympics in 2028.","15 Mar 2025","Olympic Games"
"https://www.bbc.com/future/article/20230927-what-a-long-term-mission-in-space-does-to-the-human-body","What a year in space does to your body","Prolonged periods in orbit can alter an astronaut's body in some surprising ways, changing their muscles, brains and even their gut bacteria.","18 Mar 2025","Future"
"https://www.bbc.com/news/articles/cx2r3md0j84o","Starmer says 'all options on table' on US tariffs","Canada and the EU have announced retaliatory tariffs but UK will take a ""pragmatic"" approach, the prime minister said.","12 Mar 2025","Business"
"https://www.bbc.com/news/articles/c20d545j28vo","Drunken passenger who disrupted flight jailed","Jason Roddis disrupted the night flight from Turkey to Leeds Bradford Airport in June last year.","14 Mar 2025","England"
"https://www.bbc.com/news/articles/cx20yw9e8yqo","Man Utd co-owner's firm recalls SUVs over risk of doors flying open","Sir Jim Ratcliffe's Ineos Automotive will replace the door latch mechanisms in more than 7,000 SUVs.","13 Mar 2025","Business"
"https://www.bbc.com/news/articles/cx20yw9e8yqo","Man Utd co-owner's firm recalls SUVs over risk of doors flying open","Sir Jim Ratcliffe's Ineos Automotive will replace the door latch mechanisms in more than 7,000 SUVs.","13 Mar 2025","Business"
"https://www.bbc.com/news/articles/ce8y62jrwgwo","SpaceX capsule docks as astronauts prepare return after nine months","Suni Williams and Butch Wilmore will begin their long-delayed journey back to Earth in the coming days.","16 Mar 2025","Science & Environment"
"https://www.bbc.com/sport/football/articles/cwyjjwxywmko","Five talking points as WSL returns after international break","After an international week, the Women's Super League returns on Sunday with a busy day of six matches.","28 Feb 2025","Women's Football"
"https://www.bbc.com/news/articles/cgj290we3l2o","Car sharing switches to electric to boost appeal","Car sharing has not taken off, but will electric cars boost its appeal?","14 Mar 2025",NA
"https://www.bbc.com/news/articles/cn7vjlv7pzdo","'I'm a little angry': Canadian firms boycott US products","Canadian firms say there is a need for more homegrown production after tariffs imposed by the US sparked a trade war.","17 Mar 2025","US & Canada"
"https://www.bbc.com/audio/play/w3ct6ds6","A reckoning for Duterte","The ex-Philippines president is arrested by the International Criminal Court","12 Mar 2025","News"
"https://www.bbc.com/sport/rugby-union/videos/ckgn87ew03yo","'Substantial changes needed to fabric of Welsh rugby'","Speaking on the Scrum V podcast, former Wales international Gwyn Jones says the Welsh Rugby Union must make ""substantial changes to the fabric of Welsh rugby""","15 Mar 2025","Welsh Rugby"
"https://www.bbc.com/news/videos/cvgw8lndg9zo","How two astronauts were left in space for nine months","Suni Williams and Butch Wilmore have been left in space for nearly 10 months and now hope to come back","15 Mar 2025","US & Canada"
"https://www.bbc.com/news/articles/c871rwe08pro","Trump's Irish golf course damaged by protestors","Irish police are investigating after damage was caused to the Trump International Golf Links in Doonbeg, County Clare.","13 Mar 2025","Europe"
"https://www.bbc.com/audio/play/w3ct5xjp","Do we need the International Criminal Court?","Is the ICC delivering justice, or too slow and politically vulnerable to be effective?","27 Feb 2025","Factual"
"https://www.bbc.com/news/videos/c7vz052evzdo","What we know about Duterte's ICC arrest warrant... in 92 seconds","The BBC's Anna Holligan reports from The Hague, where former Philippine president Rodrigo Duterte has arrived.","12 Mar 2025","Asia"
"https://www.bbc.com/news/articles/ce8y2eez8y2o","Why people are cutting back their online profile","A new wave of AI has spurred some to think more carefully about their online presence.","11 Mar 2025",NA
"https://www.bbc.com/sport/rugby-union/articles/c62zjzn1xypo","Townsend optimistic on future but is it 'time for change'?","Gregor Townsend says he has ""a lot of optimism for the future"" as Scotland head coach, but former international team-mate Peter Wright says ""it's time for a change"" after eight years.","16 Mar 2025","Scotland"
"https://www.bbc.com/news/articles/c5yxv7wylz7o","Software bug at firm left NHS data 'vulnerable to hackers'","The NHS is looking into claims that a software flaw at Medefer left patient data vulnerable.","10 Mar 2025","Technology"
"https://www.bbc.com/sport/american-football/articles/cdx22y07wr5o","Irish duo added to NFL's International Pathway for 2025","The NFL reveals that Irishmen Mark McNamee and Ross Bolger are among five players added to the 2025 International Player Pathway programme.","27 Feb 2025","Gaelic Games"
"https://www.bbc.com/news/articles/c62xzn3jr3yo","Women encouraged to stand for election","Volunteer group Women in Public Life says it is working hard to encourage more women to stand.","9 Mar 2025","Guernsey"
"https://www.bbc.com/news/videos/c798v89n529o","'People said i'm too old to skateboard'",NA,"8 Mar 2025",NA
"https://www.bbc.com/news/articles/c9819r2en4do","Philippines' Duterte in The Hague after ICC arrest over drug war","Duterte, who led a ""drug war"" that killed thousands, was arrested for alleged crimes against humanity.","12 Mar 2025","Asia"
"https://www.bbc.com/news/articles/cyve80jjm97o","Public inquiry to start into airport night flights","The inquiry will consider the legal meaning of night-time flying rules at Leeds Bradford Airport.","11 Mar 2025","England"
"https://www.bbc.com/news/articles/c6253ly20p4o","Not enough power to share: The political feud behind Rodrigo Duterte's downfall","The ex-president is on his way to the International Criminal Court following his arrest in Manila.","11 Mar 2025","Asia"
"https://www.bbc.com/news/articles/c3e40v79d5xo","Calls for student visa rules to be scrapped","A university professor in Manchester says rules about international students' families must change.","11 Mar 2025","Manchester"
"https://www.bbc.com/news/articles/cz61nn99eg1o","Stocks slide as Trump warns of US economy 'transition'","Investors are nervous about the possibility of a US recession, say experts.","10 Mar 2025","Business"
"https://www.bbc.com/news/articles/cr52rv06rp6o","Event to inspire women to stand for election","Vote.je says it hopes to encourage more female candidates to come forward in future elections.","8 Mar 2025","Jersey"
"https://www.bbc.com/news/articles/cyven939vzjo","Woman 'fights to be taken seriously' in 11-year job","Radio Lancashire has been hearing from a number of women to mark International Women's Day","8 Mar 2025","Lancashire"
"https://www.bbc.com/news/videos/c5yr8r2eg1go","The women defying skateboarding stereotypes","Meet the mums who are on a mission to make skate boarding more accessible for older women.","8 Mar 2025","London"
"https://www.bbc.com/news/articles/c757qnq69zxo","Film's untold tale of midwives targeted as witches","The director says she hopes the film will make people consider issues women still face today.","8 Mar 2025","England"
"https://www.bbc.com/sport/football/articles/cj0qd2qrrm3o","Wilson's Scotland call creates 'incredible' double for Hearts","Neil Critchley says it is ""incredible"" for Heart of Midlothian to have both the youngest and oldest players in the latest Scotland squad - and the head coach backs Lawrence Shankland to push himself back into international contention.","14 Mar 2025","Scottish Prem"
"https://www.bbc.com/news/articles/c1w0l414rv4o","Girls in England lag behind boys in maths and science study","International research finds the gender gap in Year 9 maths in England is wider than any other participating country.","10 Mar 2025","Family & Education"
"https://www.bbc.com/sport/american-football/videos/cvgevzzq2p6o","Meet the British hopefuls aiming to reach the NFL","Dante and Maz are on the NFL's International Player Pathway and hope to forge a career in the game.","10 Mar 2025","American Football"
"https://www.bbc.com/news/articles/c5yen4k1xnko","Luxury lounges: Credit card perks 'we are all paying for'","Why credit card providers are opening lavish customer lounges in airports and cities.","10 Mar 2025","Business"
"https://www.bbc.com/news/articles/cyve6pre2zyo","Stately home celebrates women of its past","Researchers have been investigating the women behind the history of Wentworth Woodhouse stately home.","8 Mar 2025","South Yorkshire"
"https://www.bbc.com/news/articles/c70e140rd50o","Primary school girls get chance to train at Villa","A girls' football team is marking International Women's Day with a training session at Aston Villa.","8 Mar 2025","Birmingham & Black Country"
"https://www.bbc.com/news/articles/cq8ye2q4x07o","Tributes to Yorkshire-born Moulin Rouge director","Janet Pharaoh, who hailed from Leeds, rose to international dancing success at the cabaret venue.","8 Mar 2025","England"
"https://www.bbc.com/news/articles/cly2dq02qvgo","Archive film shows women's role in shaping city","Women of York will premiere at a free screening to mark International Women's Day.","7 Mar 2025","North Yorkshire"
"https://www.bbc.com/news/articles/cx2e0lglx6wo","Female pioneers celebrated in puppet form","A show for International Women's Day tells the stories of people like Ada Lovelace and Mary Seacole.","8 Mar 2025","Gloucestershire"
"https://www.bbc.com/news/articles/cdjy8x9w9zzo","US tech firms feel pinch from China tariffs","The price of China-made smartphones, TVs and laptops could rise in the US and elsewhere, experts warn.","13 Mar 2025","US & Canada"
"https://www.bbc.com/news/articles/c80ydgdjj3do","West End gets galactic glow-up for Women's Day","A free public art gallery for Art of London's 'Art After Dark' will run from 6 to 8 March.","6 Mar 2025","London"
"https://www.bbc.com/audio/play/p0kw1f33","Soaps wouldn’t exist without iconic women","Nat and Jo celebrate International Women's Day","5 Mar 2025","Comedy"
"https://www.bbc.com/news/articles/cnvzm4d4v11o","Town's first female MP to host women's safety event","Safety in Bournemouth's town centre is a ""huge concern"" for women, MP Jessica Toale says.","6 Mar 2025","Dorset"
"https://www.bbc.com/audio/play/p0kwkntv","''Chopsy Women Change the World''","James Williams and Gemma Dunstan discuss International Women's Day with three guests.","6 Mar 2025","Discussion & Talk"
"https://www.bbc.com/sport/football/articles/c8d47ql86r3o","Derby sign free-agent midfielder Hendrick","Derby County re-sign Republic of Ireland international midfielder Jeff Hendrick on a deal to the end of the season.","7 Mar 2025","Derby"
"https://www.bbc.com/news/articles/crkn6ypjeylo","Film festival set to host 80 screenings over a week","It will open with a gala screening and host events for International Women's Day.","6 Mar 2025","Northamptonshire"
"https://www.bbc.com/news/articles/c5y2jxl7l5jo","Call for action for catcalling to be challenged","Campaigners in Guernsey want laws over ""inappropriate"" catcalling and challenge behaviour.","7 Mar 2025","Guernsey"
"https://www.bbc.com/news/articles/cjd32m7d31po","First look inside airport's £100m expansion","The first phase of Leeds Bradford Airport's expansion project is set to be completed by summer.","5 Mar 2025","England"
"https://www.bbc.com/news/articles/c78ezz4pdlgo","Work on new £18.8m skills centre begins","It is hoped the centre, based close to the A14, will attract local and international investors.","6 Mar 2025","Suffolk"
"https://www.bbc.com/news/articles/cqx0g1py5v0o","'A pig in lipstick': Trump's strategic Bitcoin reserve criticised","The reserve will hold cryptocurrency forfeited to the government in criminal or civil proceedings, said the White House.","7 Mar 2025","Business"
"https://www.bbc.com/news/articles/c3vw337lzgzo","Work to help abused women 'goes on forever'","Ahead of International Women's Day, a Jersey charity says its work is ""not a one-off project"".","8 Mar 2025","Jersey"
"https://www.bbc.com/news/articles/cpq2v4glx5zo","Concerns women's equality is 'going backwards'","Three women who spoke with BBC Wales are concerned some people feel gender equality has gone too far.","8 Mar 2025","Wales"
"https://www.bbc.com/news/articles/c8x4vj8rj9wo","China targets 5% growth as it reels from Trump tariffs","A key meeting has begun to revive China's lagging economy, which is now facing a trade war with the US.","5 Mar 2025","Business"
"https://www.bbc.com/news/articles/cdxq0p27z69o","Boots gets new US owner in multi-billion dollar deal","There have been reports the Boots chain could be sold off separately by its new owner.","7 Mar 2025","Business"
"https://www.bbc.com/sport/football/articles/c14jg406vj8o","Scotland men's internationals to be shown live on BBC","The BBC agrees an exclusive deal to broadcast live all Scotland men's international football matches in the run-up to the 2026 World Cup.","7 Mar 2025","Scotland Men"
"https://www.bbc.com/news/articles/cg45zwe0v0ro","Deep-sea mining tech advances but doubts remain","Despite opposition investors are still looking at deep-sea mining technology.","7 Mar 2025",NA
"https://www.bbc.com/sport/cricket/articles/cx2x01728x4o","Smith ends ODI career after Australia's Champions Trophy exit","Steve Smith retires from one-day international cricket following Australia's Champions Trophy defeat by India.","5 Mar 2025","Australia"
"https://www.bbc.com/news/articles/crrd7ngqdexo","'Wall of Women' celebrated at university","Students and staff are encouraged to write a plaque to a woman as part of International Women's Day.","5 Mar 2025","England"
"https://www.bbc.com/news/articles/cdjyxljyjxno","Sweden is 'no longer a country that cannot be trusted'","Sweden and Finland's defence sectors are benefiting from their countries joining Nato.","6 Mar 2025","Business"
"https://www.bbc.com/news/articles/cj4nw84dzr8o","US charges Chinese hackers who targeted dissidents","The Justice Department said Chinese agencies paid as much as $75,000  (£58,200) for each hacked email inbox.","6 Mar 2025","Business"
"https://www.bbc.com/news/articles/c625n63epyzo","Bubble tea chain bigger than Starbucks sees shares jump on debut","Mixue's shares rose by more than 40% in their Hong Kong Stock Exchange debut.","3 Mar 2025","Business"
"https://www.bbc.com/sport/athletics/articles/c07zdzx23lzo","How to watch European Indoor Championships","Great Britain's Georgia Hunter Bell seeks her first major international title at the European Athletics Indoor Championships in Apeldoorn, the Netherlands.","5 Mar 2025","Athletics"
"https://www.bbc.com/sport/cricket/articles/czx7wzql4r0o","Maxwell and Healy among big names in Hundred draft","Australia stars Glenn Maxwell and Alyssa Healy are among the big-name international players to put themselves forward for The Hundred draft.","5 Mar 2025","The Hundred"
"https://www.bbc.com/reel/video/p0ks0ly2/how-to-change-your-personality-traits-with-intention","How to change your personality traits with intention","Our personality is not fixed and we have the power to change how we think and behave.","20 Feb 2025","Health Decoded"
"https://www.bbc.com/news/articles/c5yx02nnnyvo","Trump mulls exemption for some carmakers from tariffs","US Commerce Secretary Howard Lutnick says Donald Trump is considering a deal that would offer exemptions from tariffs on Canada and Mexico.","5 Mar 2025","Business"
"https://www.bbc.com/sport/olympics/articles/cz61341xv0jo","'Time for female IOC president' - Coventry eyes historic role","International Olympic Committee presidential candidate Kirsty Coventry says it's time the organisation was led by a woman.","3 Mar 2025","Olympic Games"
"https://www.bbc.com/sport/cricket/articles/cj3njpyym75o","Durham sign New Zealand seamer Foulkes for T20 Blast","Durham sign New Zealand international seamer Zak Foulkes for the group stages of the T20 Blast.","3 Mar 2025","Durham"
"https://www.bbc.com/news/articles/cx2w51kg8ldo","Why detecting methane is difficult but crucial work","From handheld to space-based, new methane detectors are making it easier to track the greenhouse gas.","4 Mar 2025",NA
"https://www.bbc.com/news/articles/cvgwwgl2nleo","Is the UK becoming less attractive for students?","The UK has been one of the most popular destinations for international students in recent years - but is the appeal still there?","4 Mar 2025","Coventry & Warwickshire"
"https://www.bbc.com/news/videos/cn04zry1xljo","Watch: Stranded Nasa astronauts on what they will miss when they return to Earth","The crew on the International Space Station describe what they'll miss when they return to Earth.","4 Mar 2025","US & Canada"
"https://www.bbc.com/news/articles/c3rnp2vd717o","Overseas students fall a 'worrying trend' - firms","Sheffield Hallam sees a 36% drop in international student numbers over three years.","4 Mar 2025","South Yorkshire"
"https://www.bbc.com/news/articles/cq8yy09we1eo","Switzerland targets rich tourists but at what cost?","Switzerland's already upmarket tourism sector is trying to attract more high rollers.","3 Mar 2025","Business"
"https://www.bbc.com/sport/formula1/articles/c3e4j18zjwno","Russell has 'no intention' of speaking to Verstappen","George Russell says he has ""no intention"" of speaking to Max Verstappen to clear the air following their row at the end of last season.","18 Feb 2025","Formula 1"
"https://www.bbc.com/news/articles/cy4llggnvvdo","Succession-like feud engulfs one of Singapore's richest families","Kwek Leng Beng, the chairman of property giant CDL, has accused his son of plotting a boardroom coup.","27 Feb 2025","Business"
"https://www.bbc.com/news/articles/c17qqgwdk78o","Nvidia says AI chip sales strong despite DeepSeek fears","Boss Jensen Huang responds to concerns about an AI bubble sparked by Chinese firm DeepSeek.","27 Feb 2025",NA
"https://www.bbc.com/sport/rugby-union/articles/c5y7ymx4g5po","Smith focused on Glasgow but targets future international role","Glasgow coach Franco Smith says he would like to return to international rugby after being linked with the Wales national job.","16 Feb 2025","Wales"
"https://www.bbc.com/sport/cricket/articles/c2044nq10xxo","Priest named as first Glamorgan women head coach","Glamorgan announce former New Zealand international Rachel Priest will be their first women's head coach.","27 Feb 2025","Glamorgan"
"https://www.bbc.com/news/articles/cvgwwd09vwzo","Instagram may launch separate Reels app to take on TikTok - report","It comes as Chinese-owned short-video app TikTok's future remains uncertain in the US.","27 Feb 2025",NA
"https://www.bbc.com/news/articles/c5y43rx93zdo","Call to boycott self-checkouts to protect jobs","Shoppers say they want to keep human interaction and avoid shopping being a ""soulless"" experience.","20 Feb 2025","Somerset"
"https://www.bbc.com/news/articles/cly7yxm3py5o","Can AI help modernise Ireland's healthcare system?","Ireland is investing billions of euros to revamp its healthcare service - will AI help?","28 Feb 2025","Europe"
"https://www.bbc.com/sport/football/articles/c4gx1kp30l7o","Barnsley sign US international Lewis","Barnsley sign winger Jonathan Lewis until the end of the season.","13 Feb 2025","Barnsley"
"https://www.bbc.com/news/articles/c4g7xn9y64po","Major Asia bank to cut 4,000 roles as AI replaces humans","It makes DBS one of the first major banks to offer details on how AI will affect its operations.","25 Feb 2025","Business"
"https://www.bbc.com/news/articles/cgq91pj41vxo","New rules on food smuggling between NI and GB in place","New rules will prevent the smuggling of international food products into Great Britain from Northern Ireland.","25 Feb 2025","Northern Ireland Politics"
"https://www.bbc.com/news/articles/c1jpg0069wgo","Theranos founder Elizabeth Holmes loses fraud appeal","Holmes was sentenced to more than 11 years in prison for defrauding investors in her blood-testing company.","25 Feb 2025","US & Canada"
"https://www.bbc.com/sport/rugby-union/articles/c2ergy77874o","Forward Fisilau signs new contract with Exeter","Exeter boss Rob Baxter says Greg Fisilau could be a future England international after the forward signed a new deal at the club.","26 Feb 2025","Exeter"
"https://www.bbc.com/news/articles/cy83ygx70gyo","Town's first female mayor celebrated 100 years on","Leading women celebrate the life of King's Lynn's first female mayor Florence Ada Coxon, 100 years on.","25 Feb 2025","Norfolk"
"https://www.bbc.comNA","Watch again: North West 200 Launch","Watch the launch of the 2025 North West 200 international road race live from the BBC's Blackstaff Studios in Belfast.",NA,NA
"https://www.bbc.com/news/articles/cde98k6e2dno","Can Canadians get the world drinking tree sap?","The largest producer of maple syrup now wants you to drink the sap, which it calls maple water.","24 Feb 2025","Business"
"https://www.bbc.com/news/articles/cj30xr1vy2lo","Countries compete to keep skilled young workers","EU nations hope that tax benefits might encourage young, skilled workers to stay, but will they work?","25 Feb 2025","Europe"
"https://www.bbc.com/news/articles/c0rznj7d2gko","'Jersey can be proud of work in Ukraine'","Leila Osman has been working in Kyiv since 2024 thanks to a Jersey Overseas Aid supported scheme.","24 Feb 2025","Jersey"
"https://www.bbc.com/news/articles/cp3ywlqx319o","Starmer and Badenoch clash over defence spending","The prime minister announced the UK will reallocate aid funds to boost military spending to 2.5% of GDP by 2027.","26 Feb 2025","Politics"
"https://www.bbc.com/news/articles/cd9qwexqkvjo","Norwich nightclub up for international award","The venue is on the shortlist for the BBC Radio 1 Dance Awards.","11 Feb 2025","Norfolk"
"https://www.bbc.com/news/articles/cgkm71xme3xo","I'm not happy with Boeing, Trump says over Air Force One","US president says he is looking for alternatives because Boeing is taking too long to build new planes","20 Feb 2025","Business"
"https://www.bbc.com/news/articles/cj91xgylkwlo","Georgia's richest man said to be moving funds to avoid US sanctions","The pro-Russian businessman is reported to be moving overseas assets back to the Caucasus country.","20 Feb 2025","Europe"
"https://www.bbc.com/news/articles/c8edn0n58gwo","UK and US refuse to sign international AI declaration","It follows a warning from US Vice-President JD Vance that excessive regulation could ""kill a transformative industry.""","11 Feb 2025","Technology"
"https://www.bbc.com/news/articles/crknmjer7peo","Fast-food giant KFC leaves Kentucky home for Texas","Move away from its ancestral home is part of a wider shakeup at its parent company Yum Brands.","19 Feb 2025","Business"
"https://www.bbc.com/news/articles/cd0jpp2e17ro","Bid to attract international visitors to region","A group from Japan has been touring the region in hope of attracting more visitors in the future.","10 Feb 2025","England"
"https://www.bbc.com/sport/cricket/articles/cwye4y7dn6wo","'Direct hit' - India's Axar runs out Imam-ul-Haq","Pakistian's Imam-ul-Haq is run out by India's Axar Patel with a ""direct hit"" to the stumps in the ICC Champions Trophy match at the Dubai International stadium.","23 Feb 2025","Cricket"
"https://www.bbc.com/news/articles/c5yvyl710jpo","What does Jack Ma's return to the spotlight mean?","Analysts say the Alibaba founder's re-emergence could signal a policy change in Beijing.","21 Feb 2025","Business"
"https://www.bbc.com/news/articles/cpq9zxxn72qo","Will quantum computers disrupt critical infrastructure?","Quantum computers will be able to crack existing encryption and threaten critical infrastructure.","21 Feb 2025",NA
"https://www.bbc.com/news/articles/czrng7y5n4yo","New Metro train makes first run on city line","The Sunderland journey comes after Nexus secured permission to run on Network Rail-owned tracks.","18 Feb 2025","England"
"https://www.bbc.com/news/articles/c2dl93l7w2go","Hair: 'It’s just thrown away but it's gold'","India is the world's biggest exporter of human hair but it wants more of the lucrative wig market.","17 Feb 2025",NA
"https://www.bbc.com/news/articles/cew5z0kped9o","Hospital ICU achieves international recognition","An intensive care unit in Tunbridge Wells becomes the first in England to be accredited by the body.","7 Feb 2025","Kent"
"https://www.bbc.com/news/articles/clyzym0vn8go","S Korea removes Deepseek from app stores over privacy concerns","App stores in South Korea have removed DeepSeek over concerns about how  it manages users' data.","17 Feb 2025","Business"
"https://www.bbc.com/sport/football/articles/cx2513r30v6o","Congo-Brazzaville suspended from international football","Football's world governing body suspends Congo-Brazzaville from internationals because of third-party interference in the affairs of the country's FA.","7 Feb 2025","Africa Sport"
"https://www.bbc.com/news/articles/cvg9741gxvwo","Glasgow adds 6,000 student rooms over 10 years","Purpose-built housing for 5,879 students has been constructed in Glasgow since 2015.","23 Feb 2025","Glasgow & West Scotland"
"https://www.bbc.com/news/articles/cx2p2ne6ed8o","Waterfront museums secure £10m government grant","Liverpool's International Slavery Museum and Maritime Museum are both set for refurbishments.","17 Feb 2025","Liverpool"
"https://www.bbc.com/news/articles/ckgyprvmrjko","Ugandan rugby international jailed for rape","Philip Pariyo had represented his country at the 2014 Commonwealths in Glasgow before disappearing.","6 Feb 2025","Wales"
"https://www.bbc.com/news/articles/cx2p19l24g2o","Dozens of countries back International Criminal Court after Trump sanctions","A majority of member states, including the UK, Germany and France, said the court was ""vital"" for international justice.","7 Feb 2025","World"
"https://www.bbc.comNA","Netanyahu meets US lawmakers as Trump sanctions International Criminal Court","Donald Trump has signed an executive order imposing sanctions on the ICC for targeting the US and allies such as Israel, the BBC understands.",NA,NA
"https://www.bbc.com/news/articles/c4g91kyjw07o","TikTok returns to Apple and Google app stores in the US","TikTok is again available on app stores in the US after President Donald Trump delayed a ban on the app.","14 Feb 2025","Business"
"https://www.bbc.com/sport/football/articles/c93l35yxvy5o","Rangers move top of SWPL on goal difference","Rangers move top of the SWPL on goal difference as four teams go into the international break on 51 points.","16 Feb 2025","Football"
"https://www.bbc.com/news/articles/cm2l1y73mz1o","Scientists work on 'superhuman' vision systems for robots","Researchers have given a robot a powerful radio-based vision system which can see through smoke.","14 Feb 2025",NA
"https://www.bbc.com/news/articles/cednp178dwdo","Erasing Escobar: Will Colombia ban the sale of memorabilia of the drug lord?","Politicians in the country want to prohibit the sale of such items, but they face opposition.","13 Feb 2025","Business"
"https://www.bbc.com/sport/golf/articles/cdry167l3myo","Fuller seals best finish as Thitikul wins in Saudi","Thailand's Atthaya Thitikul wins the Saudi International as England's Annabell Fuller records a career-best third-place finish on the Ladies European Tour.","15 Feb 2025","Golf"
"https://www.bbc.com/news/articles/cq8kn5v37wxo","Why don't Europeans buy more American cars?","Trump wants US vehicles to be more popular in Europe, but it's a difficult market for them to crack.","14 Feb 2025","Business"
"https://www.bbc.com/sport/cricket/articles/c4g316y7xmgo","Bennett's 169 helps Zimbabwe beat Ireland in ODI","Brian Bennett's superb 169 helps Zimbabwe earn a 49-run win over Ireland in the opening one-day international in Harare.","14 Feb 2025","Cricket"
"https://www.bbc.com/sport/golf/articles/cx2j9g544j9o","Scheffler and McIlroy in contention in San Diego","World number one Scottie Scheffler lies one shot behind leader Davis Thompson at halfway in the Genesis International, while Rory McIlroy is three off the pace.","15 Feb 2025","Golf"
"https://www.bbc.com/sport/football/articles/cz9e8gdvz89o","Wales admit defeat over eligibility change idea","The Football Association of Wales admits defeat in its attempt to change rules around international eligibility.","13 Feb 2025","Welsh Football"
"https://www.bbc.com/sport/cricket/articles/c2k5e2y19j7o","Australia thrashed in final ODI before Champions Trophy","Australia are thrashed by 174 runs by Sri Lanka in their final one-day international before their Champions Trophy opener against England.","14 Feb 2025","Cricket"
"https://www.bbc.com/news/articles/cx2k1321nedo","Honda-Nissan multi-billion dollar merger collapses","The Japanese car making giants aimed to combine their businesses to compete against Chinese rivals.","13 Feb 2025","Business"
"https://www.bbc.com/news/articles/c9w5q8qn59yo","Trump's Gaza plan will be seen as flying in face of international law","Netanyahu's far-right allies will cheer the proposal, but Arab nations will see it as ethnic cleansing of Palestinians.","5 Feb 2025","Middle East"
"https://www.bbc.com/news/articles/cew5e2d4xneo","Airport expansion to be completed by winter 2026","Construction work is now under way at its terminal, which is being expanded and refurbished.","13 Feb 2025","England"
"https://www.bbc.com/news/articles/cqx977lrdl1o","With Trump's tariffs looming - will countries scramble to cut deals?","US steel suppliers have just over a month to decide how to respond before the new tariffs take effect.","11 Feb 2025","Business"
"https://www.bbc.com/news/articles/cp9x3m7z9rzo","College job cuts strikes called off","March walk-outs could still go ahead but many affected staff have accepted settlements, say union.","12 Feb 2025","South Yorkshire"
"https://www.bbc.com/news/articles/c3vp4dp90qqo","Coca-Cola says it may use more plastic due to Trump tariffs","Beverage giant's boss says his company may need to action if aluminium cans become more expensive.","12 Feb 2025","Business"
"https://www.bbc.com/news/articles/c23v3kxknrno","Why do kindness influencers get criticised?","Kindness influencers give away money and gifts but not everyone supports their work.","11 Feb 2025",NA
"https://www.bbc.com/news/articles/c8j8dlrlwdno","Funding secured to save jobs at luxury yacht maker","Fairline's administrators are looking for domestic and international investors to buy the firm.","11 Feb 2025","England"
"https://www.bbc.com/news/articles/c5y7jmlyx02o","How Spain's economy became the envy of Europe","The growth is led by a tourism boom, with Spain nearing France as the world's most visited country.","10 Feb 2025","Europe"
"https://www.bbc.com/news/articles/c4g7x3ze4qno","No more minting 'wasteful' pennies, Trump tells Treasury","The US President cites rising costs as the reason for discontinuing production of the one cent coin","10 Feb 2025","Business"
